,0
0,0.03772218649355261
1,0.028089995293677752
2,0.017827703493758975
3,0.018807435866257074
4,0.021727613045116535
5,0.013273933421613652
6,0.02841017609496518
7,0.009258551487274534
8,0.009035188247835254
9,0.027816187533520546
10,0.024848881333982022
11,0.02614142984713881
12,0.009031891550747772
13,0.00934014389545728
14,0.01023344038609566
15,0.018249499733971483
16,0.011034444910740335
17,0.017382486855475384
18,0.03261026150373073
19,0.026721018972628262
20,0.020058516980416323
21,0.0201799554327498
22,0.013088397717282972
23,0.014467690390057578
24,0.018062663928939286
25,0.007804689334800388
26,0.021431077636912686
27,0.013620010262920642
28,0.02486473225744452
29,0.009708102588195445
30,0.005754847009614947
31,0.03097599304908881
32,0.010486744132045514
33,0.016279946405675864
34,0.012576890754079804
35,0.008657616838297565
36,0.02123931097145975
37,0.01856796297175528
38,0.022721601549550323
39,0.010287976833590066
40,0.016808106888491953
41,0.010639581518282652
42,0.03479544113657542
43,0.008774175280099196
44,0.014944788583144294
45,0.020715206119350824
46,0.008090674448961112
47,0.009692102227857694
48,0.012564829099573755
49,0.01847330962144685
50,0.006589930208883881
51,0.016895869543480352
52,0.01121615059036119
53,0.02129378962282297
54,0.012098276382920124
55,0.011297707809044127
56,0.01201078888310643
57,0.020273855491429058
58,0.0053776684616442865
59,0.005294892822682546
60,0.020438557420474686
61,0.00772749037975244
62,0.008574972963169102
63,0.01965972628042169
64,0.004703246380533121
65,0.004342423026306195
66,0.0163092421474121
67,0.020759740486140293
68,0.005123466627766028
69,0.01004465016477152
70,0.007246097214019103
71,0.012462602815907723
72,0.010758465021503695
73,0.010587801054470148
74,0.043643161254582154
75,0.00817669848438544
76,0.012188428704186257
77,0.014528440097591803
78,0.010156881030460883
79,0.012613294717624754
80,0.0194801655253422
81,0.019199441798828237
82,0.013799469766321803
83,0.0131311042180314
84,0.007195550964988362
85,0.021995671417194076
86,0.007550321486314664
87,0.010406065057585784
88,0.01231839477036878
89,0.014397367891396371
90,0.0022565108570847306
91,0.0005376462556391218
92,0.005818883197408812
93,0.0027205827008991877
