,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0,0.014323049353890076,0.13172816209817884,0.1285849175697821,0.1285849175697821,0.0,0.0,0.06623591979202674,0.2703103864083632,0.10586728810006946,0.0,0.25258718534943836,0.0,0.0,0.0,0.016363255664609232,0.02571535529763907,0.0,0.0,0.021921765184700858,0.0,0.0,0.030946824022155907,0.0,0.0,0.020212457415569537,0.043843530369401716,0.0,0.0,0.021474600440202957,0.0,0.019054174389892778,0.0,0.01764454826818727,0.0,0.022861080273921468,0.0,0.0,0.03311795989601337,0.027407184141254686,0.03038336835937499,0.0,0.0,0.044767187307032524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06623591979202674,0.0,0.0,0.0,0.0,0.0,0.02809436950887855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03038336835937499,0.0,0.0,0.0,0.0,0.0,0.0,0.023867544505208824,0.025526460411798093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03123723620847494,0.02439909839291012,0.0,0.0,0.0,0.0
1,0.0381351175350908,0.051959439850355005,0.0,0.0,0.06031214349105296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06764231665471224,0.0,0.11617911104609556,0.0,0.0,0.0,0.0,0.0,0.0,0.054930610666466796,0.0,0.0,0.0,0.0,0.0,0.07782226361066312,0.3049393152988363,0.0,0.0,0.0,0.06263814410238501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09496949964981881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07946175461607467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09496949964981881,0.0,0.0,0.0,0.0,0.0,0.0,0.09496949964981881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09496949964981881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.045398950095093066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0483159411578793,0.0,0.04149254025207039,0.0,0.0,0.38397818539859274,0.0,0.061869141015234844,0.0,0.0,0.0,0.0,0.0,0.05558733194457836,0.0,0.0,0.0,0.0,0.0,0.4236489058040246,0.0447415321408683,0.0,0.05796916658358349,0.0,0.05675839696517326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07500216779731607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07123929257090908,0.0,0.0,0.0,0.07500216779731607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13899357370996285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13152999369513343,0.0,0.0,0.0,0.0,0.0,0.2028655609980187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1882883883832203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32344339962838986,0.0,0.17658166613350915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36069700932466664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19248175753488436,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6582263826628647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.08135491822174284,0.04156755229595951,0.0,0.0,0.0,0.0,0.0,0.0,0.10022103013745504,0.0,0.0,0.0,0.0,0.0,0.046471644883154646,0.036515803576322434,0.0,0.0,0.062257811511108575,0.0,0.0,0.0439444889726183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541138538649083,0.0,0.0,0.0,0.0,0.0,0.06356940432855375,0.0,0.0,0.0,0.0,0.0,0.0,0.13556764927628367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07597560047961102,0.0,0.0,0.0,0.0,0.0,0.0,0.07978800733746957,0.08628876390440914,0.0,0.07597560047961102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07249514569075917,0.07783640094399463,0.06929343764009116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0782258840287654,0.02664586723899161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03537216953167477,0.0,0.0,0.0,0.02978951637848705,0.0,0.0,0.0,0.0,0.0,0.0,0.02816954461770262,0.0,0.0,0.0,0.0798177082116242,0.036797037433868134,0.0399088541058121,0.03909478496498014,0.0,0.03468836836021008,0.0,0.03212212596317227,0.0,0.08323777849695463,0.0,0.0,0.0,0.09979025905339166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041618889248477314,0.0360747072941062,0.0,0.0,0.0,0.0,0.0,0.1394137437148367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05531331098937645,0.0,0.1022923185681327,0.0,0.0,0.0,0.0,0.0,0.1394137437148367,0.0,0.0,0.058522622063775384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18310201419298874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2648724844851273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2705227419644604,0.0,0.0,0.0,0.0,0.0,0.0,0.6041261375670187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2887226202621827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666019167674055,0.0,0.0,0.0,0.0,0.0,0.19134458680608013,0.1037630164181673,0.0,0.2132448491759453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37987799226797575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.09533778668739336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16910577895384785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6354733019673514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2557491624039445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.16948939149330888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2648724844851273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2887226202621827,0.0,0.0,0.0,0.0
