,0
0,0.04677053971803836
1,0.02974792864199466
2,0.013603345156487472
3,0.014796518736134693
4,0.020562089554645346
5,0.010685478139111046
6,0.01373583295432019
7,0.012714989770305347
8,0.00554342940583274
9,0.02370387607808151
10,0.023068585687241062
11,0.02189220570290864
12,0.016725301540492305
13,0.021057201271535455
14,0.0
15,0.03694739842648816
16,0.02381973523044696
17,0.013944972301793476
18,0.017459609677110882
19,0.0
20,0.013837779030363933
21,0.017332446301849002
22,0.024042626874504477
23,0.01930633365625142
24,0.00889056327437282
25,0.0
26,0.022074981931448436
27,0.01262237871870069
28,0.007457860972457581
29,0.004779213281895861
30,0.017694411090414478
31,0.015061349482665506
32,0.013234933250817028
33,0.009505750779420296
34,0.014436443951898907
35,0.01200456450761898
36,0.01750492085703365
37,0.014447684406780377
38,0.015894472403338706
39,0.05587978329960656
40,0.005016359396932797
41,0.004753663679617113
42,0.014757407288613337
43,0.014962502310407385
44,0.02321213750036132
45,0.007017576962718278
46,0.012323665658945378
47,0.015660969291666823
48,0.026318167484285584
49,0.010735928596740895
50,0.015527933416018012
51,0.03601589512864162
52,0.013639089387516084
53,0.006340448718497026
54,0.01285390067244683
55,0.009841249315694179
56,0.008365483239084448
57,0.009625977618501088
58,0.008105526781602274
59,0.007370806861680007
60,0.03341196266842475
61,0.006509384500689052
62,0.025653972809881933
63,0.006706989943370434
64,0.0
65,0.0
66,0.013947378955646357
67,0.005436642241216807
68,0.0076393049802386415
69,0.01593924108268828
70,0.0054914956741935915
71,0.012521566527335118
72,0.028250329767278568
73,0.01296608974327906
74,0.033562657511683566
75,0.0035694596083477993
76,0.011109281875099554
77,0.020917599162337593
78,0.025338531343621573
79,0.010657810791969756
80,0.008716075565617242
81,0.01457669513039
82,0.026858766106539485
83,0.005373767155927071
84,0.014255341395203177
85,0.0036585186648841667
86,0.007660453051050804
87,0.003910558388699939
88,0.020779539309714486
89,0.004907428551437593
90,0.008720008861223632
91,0.0
92,0.002927268005076213
93,0.002256127618804534
